#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
328,05/18/2022 13:01:09,36.03,,,,
329,05/18/2022 13:06:09,36.38,,,,
330,05/18/2022 13:11:09,36.33,,,,
331,05/18/2022 13:16:09,36.21,,,,
332,05/18/2022 13:21:09,36.51,,,,
333,05/18/2022 13:26:09,36.68,,,,
334,05/18/2022 13:31:09,36.89,,,,
335,05/18/2022 13:36:09,36.76,,,,
336,05/18/2022 13:41:09,37.15,,,,
337,05/18/2022 13:46:09,37.41,,,,
338,05/18/2022 13:51:09,37.41,,,,
339,05/18/2022 13:56:09,37.49,,,,
340,05/18/2022 14:01:09,37.58,,,,
341,05/18/2022 14:06:09,37.96,,,,
342,05/18/2022 14:11:09,38.35,,,,
343,05/18/2022 14:16:09,38.61,,,,
344,05/18/2022 14:21:09,38.61,,,,
345,05/18/2022 14:26:09,38.86,,,,
346,05/18/2022 14:31:09,39.08,,,,
347,05/18/2022 14:36:09,39.29,,,,
348,05/18/2022 14:41:09,39.72,,,,
349,05/18/2022 14:46:09,39.59,,,,
350,05/18/2022 14:51:09,39.55,,,,
351,05/18/2022 14:56:09,39.64,,,,
352,05/18/2022 15:01:09,39.89,,,,
353,05/18/2022 15:06:09,40.24,,,,
354,05/18/2022 15:11:09,40.32,,,,
355,05/18/2022 15:16:09,40.24,,,,
356,05/18/2022 15:21:09,40.62,,,,
357,05/18/2022 15:26:09,40.92,,,,
358,05/18/2022 15:31:09,41.14,,,,
359,05/18/2022 15:36:09,41.01,,,,
360,05/18/2022 15:41:09,41.14,,,,
361,05/18/2022 15:46:09,41.10,,,,
362,05/18/2022 15:51:09,41.27,,,,
363,05/18/2022 15:56:09,41.05,,,,
364,05/18/2022 16:01:09,40.62,,,,
365,05/18/2022 16:06:09,40.88,,,,
366,05/18/2022 16:11:09,40.80,,,,
367,05/18/2022 16:16:09,40.50,,,,
368,05/18/2022 16:21:09,40.45,,,,
369,05/18/2022 16:26:09,40.32,,,,
370,05/18/2022 16:31:09,40.75,,,,
371,05/18/2022 16:36:09,40.41,,,,
372,05/18/2022 16:41:09,40.62,,,,
373,05/18/2022 16:46:09,40.58,,,,
374,05/18/2022 16:51:09,40.28,,,,
375,05/18/2022 16:56:09,40.32,,,,
376,05/18/2022 17:01:09,40.50,,,,
377,05/18/2022 17:06:09,40.32,,,,
378,05/18/2022 17:11:09,40.02,,,,
379,05/18/2022 17:16:09,39.68,,,,
380,05/18/2022 17:21:09,39.38,,,,
381,05/18/2022 17:26:09,39.64,,,,
382,05/18/2022 17:31:09,39.68,,,,
383,05/18/2022 17:36:09,39.55,,,,
384,05/18/2022 17:41:09,39.29,,,,
385,05/18/2022 17:46:09,39.12,,,,
386,05/18/2022 17:51:09,39.51,,,,
387,05/18/2022 17:56:09,40.15,,,,
388,05/18/2022 18:01:09,39.85,,,,
389,05/18/2022 18:06:09,39.38,,,,
390,05/18/2022 18:11:09,38.78,,,,
391,05/18/2022 18:16:09,38.14,,,,
392,05/18/2022 18:21:09,38.22,,,,
393,05/18/2022 18:26:09,38.22,,,,
394,05/18/2022 18:31:09,38.31,,,,
395,05/18/2022 18:36:09,37.79,,,,
396,05/18/2022 18:41:09,37.62,,,,
397,05/18/2022 18:46:09,37.32,,,,
398,05/18/2022 18:51:09,37.36,,,,
399,05/18/2022 18:56:09,37.23,,,,
400,05/18/2022 19:01:09,37.06,,,,
401,05/18/2022 19:06:09,36.98,,,,
402,05/18/2022 19:11:09,36.29,,,,
403,05/18/2022 19:16:09,35.86,,,,
404,05/18/2022 19:21:09,35.35,,,,
405,05/18/2022 19:26:09,35.00,,,,
406,05/18/2022 19:31:09,34.62,,,,
407,05/18/2022 19:36:09,34.36,,,,
408,05/18/2022 19:41:09,34.10,,,,
409,05/18/2022 19:46:09,33.63,,,,
410,05/18/2022 19:51:09,33.50,,,,
